16004	151
16012	185
16020	183
16028	173
16036	158
16044	179
16052	157
16060	152
16068	164
16076	188
16084	166
16092	206
16100	153
16108	182
16116	167
16124	167
16132	163
16140	170
16148	170
16156	175
16164	174
16172	141
16180	168
16188	151
16196	188
16204	168
16212	151
16220	180
16228	168
16236	170
16244	172
16252	171
16260	165
16268	163
16276	164
16284	161
16292	160
16300	160
16308	165
16316	154
16324	180
16332	163
16340	166
16348	180
16356	173
16364	154
16372	168
16380	177
16388	156
16396	157
16404	151
16412	141
16420	156
16428	158
16436	162
16444	159
16452	161
16460	167
16468	164
16476	178
16484	172
16492	176
16500	161
16508	180
16516	164
16524	153
16532	160
16540	153
16548	149
16556	157
16564	176
16572	177
16580	161
16588	151
16596	158
16604	164
16612	181
16620	166
16628	150
16636	185
16644	161
16652	152
16660	148
16668	166
16676	166
16684	169
16692	145
16700	170
16708	142
16716	163
16724	157
16732	160
16740	184
16748	157
16756	153
16764	161
16772	143
16780	159
16788	177
16796	156
16804	169
16812	150
16820	149
16828	167
16836	148
16844	155
16852	202
16860	163
16868	147
16876	173
16884	167
16892	173
16900	170
16908	175
16916	175
16924	144
16932	170
16940	174
16948	154
16956	158
16964	162
16972	156
16980	144
16988	153
16996	147
17004	149
17012	152
17020	166
17028	182
17036	147
17044	156
17052	141
17060	152
17068	135
17076	173
17084	166
17092	170
17100	159
17108	144
17116	158
17124	158
17132	144
17140	167
17148	159
17156	158
17164	168
17172	156
17180	149
17188	143
17196	146
17204	149
17212	146
17220	173
17228	171
17236	141
17244	156
17252	134
17260	142
17268	140
17276	146
17284	175
17292	183
17300	160
17308	168
17316	179
17324	141
17332	164
17340	174
17348	120
17356	151
17364	143
17372	135
17380	141
17388	133
17396	182
17404	129
17412	136
17420	149
17428	134
17436	147
17444	157
17452	155
17460	159
17468	139
17476	158
17484	157
17492	155
17500	156
17508	160
17516	133
17524	151
17532	134
17540	164
17548	132
17556	171
17564	168
17572	139
17580	148
17588	140
17596	140
17604	136
17612	144
17620	152
17628	136
17636	115
17644	156
17652	161
17660	153
17668	168
17676	129
17684	155
17692	148
17700	141
17708	162
17716	160
17724	176
17732	151
17740	162
17748	153
17756	160
17764	159
17772	155
17780	132
17788	145
17796	145
17804	127
17812	134
17820	137
17828	149
17836	156
17844	143
17852	123
17860	170
17868	167
17876	158
17884	144
17892	126
17900	129
17908	156
17916	156
17924	151
17932	160
17940	137
17948	132
17956	144
17964	145
17972	149
17980	133
17988	138
17996	149
18004	125
18012	146
18020	155
18028	148
18036	154
18044	150
18052	136
18060	144
18068	141
18076	152
18084	127
18092	135
18100	130
18108	129
18116	144
18124	167
18132	147
18140	138
18148	154
18156	142
18164	152
18172	147
18180	137
18188	149
18196	120
18204	125
18212	131
18220	141
18228	141
18236	175
18244	136
18252	126
18260	152
18268	155
18276	143
18284	144
18292	159
18300	149
18308	134
18316	152
18324	148
18332	156
18340	131
18348	129
18356	137
18364	152
18372	141
