0.5	 51
1.5	 55
2.5	 42
3.5	 48
4.5	 56
5.5	 51
6.5	 55
7.5	 49
8.5	 54
9.5	 44
10.5	 49
11.5	 52
12.5	 54
13.5	 44
14.5	 56
15.5	 52
16.5	 42
17.5	 54
18.5	 48
19.5	 47
20.5	 57
21.5	 48
22.5	 54
23.5	 62
24.5	 54
25.5	 52
26.5	 51
27.5	 47
28.5	 58
29.5	 54
30.5	 42
31.5	 49
32.5	 59
33.5	 56
34.5	 50
35.5	 43
36.5	 40
37.5	 53
38.5	 58
39.5	 54
40.5	 54
41.5	 39
42.5	 50
43.5	 52
44.5	 52
45.5	 52
46.5	 44
47.5	 42
48.5	 57
49.5	 51
50.5	 52
51.5	 53
52.5	 54
53.5	 44
54.5	 40
55.5	 58
56.5	 57
57.5	 42
58.5	 38
59.5	 56
60.5	 55
61.5	 56
62.5	 51
63.5	 58
64.5	 49
65.5	 45
66.5	 61
67.5	 44
68.5	 59
69.5	 48
70.5	 51
71.5	 52
72.5	 41
73.5	 40
74.5	 63
75.5	 55
76.5	 58
77.5	 41
78.5	 47
79.5	 53
80.5	 53
81.5	 72
82.5	 40
83.5	 55
84.5	 51
85.5	 42
86.5	 52
87.5	 50
88.5	 54
89.5	 50
90.5	 48
91.5	 66
92.5	 59
93.5	 49
94.5	 56
95.5	 43
96.5	 58
97.5	 51
98.5	 54
99.5	 54
100.5	 58
101.5	 59
102.5	 59
103.5	 52
104.5	 51
105.5	 57
106.5	 52
107.5	 54
108.5	 49
109.5	 58
110.5	 63
111.5	 38
112.5	 50
113.5	 44
114.5	 44
115.5	 61
116.5	 49
117.5	 52
118.5	 45
119.5	 41
120.5	 58
121.5	 49
122.5	 59
123.5	 54
124.5	 46
125.5	 56
126.5	 61
127.5	 57
128.5	 60
129.5	 44
130.5	 49
131.5	 54
132.5	 47
133.5	 62
134.5	 48
135.5	 54
136.5	 51
137.5	 49
138.5	 45
139.5	 42
140.5	 52
141.5	 48
142.5	 53
143.5	 51
144.5	 42
145.5	 52
146.5	 47
147.5	 59
148.5	 50
149.5	 38
150.5	 50
151.5	 36
152.5	 39
153.5	 49
154.5	 52
155.5	 50
156.5	 50
157.5	 65
158.5	 43
159.5	 51
160.5	 45
161.5	 52
162.5	 45
163.5	 54
164.5	 71
165.5	 54
166.5	 52
167.5	 37
168.5	 39
169.5	 59
170.5	 50
171.5	 44
172.5	 43
173.5	 41
174.5	 44
175.5	 60
176.5	 47
177.5	 62
178.5	 59
179.5	 60
180.5	 39
181.5	 59
182.5	 55
183.5	 46
184.5	 50
185.5	 55
186.5	 48
187.5	 46
188.5	 55
189.5	 51
190.5	 47
191.5	 54
192.5	 55
193.5	 56
194.5	 46
195.5	 46
196.5	 39
197.5	 51
198.5	 61
199.5	 61
200.5	 44
201.5	 42
202.5	 63
203.5	 58
204.5	 50
205.5	 47
206.5	 58
207.5	 33
208.5	 52
209.5	 38
210.5	 54
211.5	 53
212.5	 44
213.5	 44
214.5	 59
215.5	 46
216.5	 52
217.5	 56
218.5	 42
219.5	 48
220.5	 38
221.5	 48
222.5	 45
223.5	 56
224.5	 53
225.5	 51
226.5	 51
227.5	 49
228.5	 46
229.5	 49
230.5	 49
231.5	 41
232.5	 48
233.5	 52
234.5	 55
235.5	 44
236.5	 63
237.5	 58
238.5	 41
239.5	 42
240.5	 54
241.5	 49
242.5	 54
243.5	 60
244.5	 58
245.5	 51
246.5	 38
247.5	 57
248.5	 57
249.5	 52
250.5	 54
251.5	 28
252.5	 52
253.5	 57
254.5	 49
255.5	 60
256.5	 51
257.5	 49
258.5	 50
259.5	 38
260.5	 54
261.5	 48
262.5	 61
263.5	 39
264.5	 38
265.5	 33
266.5	 48
267.5	 55
268.5	 50
269.5	 55
270.5	 39
271.5	 52
272.5	 54
273.5	 48
274.5	 41
275.5	 52
276.5	 51
277.5	 50
278.5	 49
279.5	 53
280.5	 39
281.5	 49
282.5	 53
283.5	 59
284.5	 46
285.5	 48
286.5	 50
287.5	 64
288.5	 49
289.5	 39
290.5	 53
291.5	 54
292.5	 76
293.5	 49
294.5	 45
295.5	 49
296.5	 45
297.5	 74
298.5	 44
299.5	 60
300.5	 41
301.5	 50
302.5	 75
303.5	 60
304.5	 46
305.5	 45
306.5	 48
307.5	 56
308.5	 53
309.5	 44
310.5	 144
311.5	 41
312.5	 56
313.5	 67
314.5	 58
315.5	 38
316.5	 52
317.5	 34
318.5	 58
319.5	 46
320.5	 52
321.5	 58
322.5	 50
323.5	 68
324.5	 46
325.5	 45
326.5	 55
327.5	 50
328.5	 41
329.5	 42
330.5	 59
331.5	 43
332.5	 48
333.5	 50
334.5	 46
335.5	 39
336.5	 40
337.5	 49
338.5	 48
339.5	 38
340.5	 50
341.5	 36
342.5	 60
343.5	 58
344.5	 47
345.5	 53
346.5	 48
347.5	 59
348.5	 53
349.5	 51
350.5	 55
351.5	 50
352.5	 34
353.5	 45
354.5	 42
355.5	 40
356.5	 48
357.5	 48
358.5	 38
359.5	 42
360.5	 49
361.5	 45
362.5	 52
363.5	 54
364.5	 49
365.5	 53
366.5	 39
367.5	 46
368.5	 40
369.5	 47
370.5	 50
371.5	 52
